Filename;ActivityName;Location;ReferenceProduct
4dd78d26-f2b6-5ecf-9bd1-a09604cb8a67_0f2ea065-f26c-4356-a261-39ef2799aea4.spold;ventilation system production, central, 1 x 720 m3/h, steel ducts, with earth tube heat exchanger;CH;ventilation system, central, 1 x 720 m3/h, steel ducts, with earth tube heat exchanger
8c593d16-344a-5941-b4b1-cdfcb191bc5c_278cf104-dd4f-4dc9-8160-cdc97d2da7a2.spold;soda ash production, dense, Hou's process;GLO;soda ash, dense
29450618-960a-5114-83d9-5bb1910d6a83_79b9ceea-f11c-4d24-9f30-057ebb8a34ba.spold;dried roughage store construction, cold-air dried, conventional;CH;dried roughage store, cold-air dried, conventional
c18db4da-8b75-53c1-ba95-d0707e6b50cf_9af10290-ff20-4593-a87f-e2f60f9f7bef.spold;sulfuryl chloride production;GLO;sulfuryl chloride
c3a3e1f6-3585-527b-bdb5-046aa9742875_6e74937e-b691-4c49-9b8f-5ba44d7c081d.spold;market for electric arc furnace slag;CH;electric arc furnace slag
0fa1ccb9-e136-5a66-8ea0-8f264b51fa07_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;CN-SD;electricity, high voltage
6e4066aa-1ea2-516b-91db-79703b932825_e74d0fca-8199-5337-b0e5-08c24e28fd9e.spold;market for basic oxygen furnace slag;RER;basic oxygen furnace slag
a03d2df3-2c71-5687-a918-af62a3ff0e1c_0e2551ac-9a5e-4883-96a1-52f1e5a4d556.spold;gallium production, semiconductor-grade;GLO;gallium, semiconductor-grade
882a6d28-e905-59b5-adbe-e47679138128_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;CN-GD;electricity, high voltage
ed14c70f-15f5-5ae2-961e-c78fd205499d_dc763799-ba2f-46a0-9b15-9cbd9d61139d.spold;basic oxygen furnace secondary metallurgy slag, for recovery to generic market for supplementary cementitious materials;RER;supplementary cementitious materials
d384e860-0601-5121-87fd-cffc02b084ad_43fdfa7d-a9ad-4919-8368-e82a9142101b.spold;vanilla production;MG;vanilla
0d8d3c8c-c66a-5d94-9e61-7bb09d803b56_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from IT;CH;natural gas, high pressure
78284070-f431-5985-b0c9-3c7a88c04b79_273a97e6-6330-4400-8068-ac67da3421b6.spold;market for blower and heat exchange unit, KWL 250;GLO;blower and heat exchange unit, KWL 250
e506f902-640b-5062-a920-de8cb2deac7f_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;ZA;land tenure, arable land, measured as carbon net primary productivity, perennial crop
c85bd063-afc6-579c-93b0-1e3ce8972a2b_9cdb112b-0d90-4d76-9cec-412b0c67d8bb.spold;market for waste polyurethane;IT;waste polyurethane
9751db2c-c233-5c16-9bd6-de584ddc6f34_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, nuclear, pressure water reactor;ES;electricity, high voltage
688381f9-7c84-50d0-90e8-f4a55ef4169e_3f14ad74-3caf-4ddc-9155-c78e40f80a14.spold;biogas purification to biomethane by membrane technique;RoW;biomethane, high pressure
f92338d0-2676-5e0d-bc2b-4983451ae69d_a7e1dd79-7f97-4f06-86f7-8965e13db3db.spold;market for peat moss;GLO;peat moss
6b36bd60-c698-5fb8-8c14-33c2c5a69508_5a337107-6bdb-4280-84d4-15a4993c51c9.spold;citric acid production;CN;citric acid
9f5def12-ef67-55e2-be92-496e3694366e_cfd69796-4047-45c0-bc05-e42817b54435.spold;market for blower and heat exchange unit, Avent E 97;GLO;blower and heat exchange unit, Avent E 97
4cd203b6-4dec-5efb-b06c-bb4d41bcb954_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;MX;electricity, low voltage
f32ce1bb-863c-5ff9-b9d0-3d3af0d3df4b_9e2fbebe-7357-4057-b7c6-3c4d7cfa5285.spold;uranium production, centrifuge, enriched 3.9%;DE;uranium, enriched 3.9%, per separative work unit
b6a7ba4b-0896-512e-827c-4f7c8335cd4d_7d3727dc-44fe-4aa4-88cc-1f25c550e7d2.spold;planing, beam, hardwood, u=10%;RoW;sawnwood, beam, hardwood, dried (u=10%), planed
a9dbd4fa-5162-5626-82a6-3fa85846980d_6666335b-58fd-4687-9e8e-4235d8dd7b20.spold;treatment of fly ash and scrubber sludge, hazardous waste incineration, with energy recovery;RoW;fly ash and scrubber sludge
13be4933-a444-5813-9d11-bb4200a132a7_1adeb48a-d94d-47f9-9bf2-583ba5c24a91.spold;white asparagus production;PE;white asparagus
f64ca3f3-9724-582d-aa3b-4108a1f2813e_9cbe46b4-9041-4727-9f73-61138c1c7a0d.spold;packaging production for solid fertiliser or pesticide, per kilogram of packed product;GLO;packaging, for fertilisers or pesticides
9c76937d-382a-571f-b7f0-b0f0b01898bc_edb81938-8dd6-48fc-9f24-b567992f3ecb.spold;rye production;RER;rye grain
14aced61-7dcb-544a-80a2-d386a46190ba_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, ribbon-Si, panel, mounted;RoW;electricity, low voltage
7b9727d9-0e19-5942-8f83-e2b3caba49d6_6e7624f7-2c91-48f7-a721-c4aa9fbffee9.spold;heat production, natural gas, at diffusion absorption heat pump 4kW, future;RoW;heat, future
fdd929ed-d19a-532c-918f-7feed2a0d123_86663fb7-de61-47c3-b3f9-b6b80a6a20e3.spold;market for barge;GLO;barge
800f519d-441c-5be2-b789-98f18961e430_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;CN-NWG;electricity, medium voltage
3ded0521-e060-56fa-9224-9e6132a42f8a_abb7adc8-c87d-4c4e-b91c-b23f88135a59.spold;trimethylamine production;RoW;trimethylamine
6f266557-72a2-5f12-95a6-f002ae66cdff_1576e293-dab0-42c9-a87b-74d001c1aae9.spold;packing, clay product;RoW;packing, clay product
d91d3ff5-26d0-5882-9549-e56d3e96d67d_d111c793-0d1d-4778-9226-c74688afafba.spold;hafnium sponge production, from hafnium tetrachloride;RoW;hafnium sponge
176fcc36-a84c-514f-8fa2-24176bd10058_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from PE;ES;natural gas, high pressure
7fd6416a-00fc-58af-9408-6a9613417f02_cad59ac2-7c38-4f39-a477-f142baa4e203.spold;market for rutile, 95% titanium dioxide;GLO;rutile, 95% titanium dioxide
525cfe15-1f7a-5ea8-a29d-c2ebf2e9f84c_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;treatment of blast furnace gas, in power plant;IR;heat, district or industrial, other than natural gas
144e2480-8f73-56da-839c-c55f483aeec8_5cee9505-17ca-55f9-9677-6edfbeb5edb4.spold;market for tubular particleboard;RER;tubular particleboard
b04a9922-f2c1-51c2-ac29-442ce723a7a0_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;market for heat, for reuse in municipal waste incineration only;FR;heat, for reuse in municipal waste incineration only
4f3ad53e-341c-59c4-959d-855eef146064_9d63da75-8289-4b96-a900-67ec3bd40a16.spold;smelting of copper concentrate, sulfide ore;IN;sulfuric acid
d6098255-266b-5c03-a5f4-b012a5cbe3ca_3728ce01-009e-4b64-94d4-3c3e9fabf888.spold;market for waste cement in concrete and mortar;CH;waste cement in concrete and mortar
e9ad654d-ea51-548e-b2f8-c876967951e3_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;market for land use change, annual crop;CA;land use change, annual crop
14c64b64-91ae-58e6-a63c-9982a4f531e7_1a444fb4-f931-4369-8683-2844944ebdba.spold;tillage, harrowing, by spring tine harrow;RoW;tillage, harrowing, by spring tine harrow
81b622a8-6324-54bc-a399-471c23876059_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;market for land tenure, arable land, measured as carbon net primary productivity, perennial crop;GH;land tenure, arable land, measured as carbon net primary productivity, perennial crop
8a9a1015-d27b-5135-ab9c-824eca252038_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;GT;electricity, medium voltage
a552711e-9fac-5fc7-bd5e-4d21cb3e4fc2_8d7c013a-5aca-44d7-8fc4-193844d2953a.spold;market for waste packaging paper;HR;waste packaging paper
f10a74d3-c3f5-5ad0-83e2-fc597f8b81bc_a578a3e7-fcbb-4662-8e6b-85b05fe8e310.spold;market for peanut;GLO;peanut
89bbc9b2-feaa-5b4a-8869-8da80851f99b_5d954e5c-1e6d-4f78-9fc3-d3857b7892cb.spold;electricity production, coal, aluminium industry;RNA;electricity, high voltage, aluminium industry
418f6c2f-5264-5d6b-ad67-d59180c501af_ee02b2e7-9c42-4fe3-904b-2a4a6f221656.spold;ethoxylated alcohol (AE7) production, palm kernel oil;RER;ethoxylated alcohol (AE7)
e0810928-659c-58f9-aa87-ef88ab67cf2f_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;BR-MA;land use change, perennial crop
25fd4db7-d0a4-5bc6-aed9-583c0f035a3e_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, offshore;CN-SD;electricity, high voltage
1ae3c29c-1278-5f14-93ec-18af73452bf1_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;OM;electricity, low voltage
d3747645-59ea-5037-9c58-65aab1283a4a_1f41586d-0d8a-4c7c-8473-dd8351bab538.spold;clinker production;CH;clinker
486b705e-3e97-571e-9d52-0314b10b0833_3728ce01-009e-4b64-94d4-3c3e9fabf888.spold;market for waste cement in concrete and mortar;RoW;waste cement in concrete and mortar
e3d643ef-904d-5637-923c-ee4a2d65380b_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, <1MW turbine, onshore;IN-MP;electricity, high voltage
cba9f083-dc51-50f3-a1b1-342d3ef82159_78b3da46-af34-4517-a952-cb828f76e1c2.spold;milk evaporation;RoW;evaporation of milk
b8deefe5-a65a-555a-9769-80e898c3948e_9a7e6cdc-79c0-4872-840d-a8a2fd723189.spold;treatment of waste x-ray film;GLO;silver
a4b5d125-f450-5410-92f2-4b4733772fe9_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp facade installation, single-Si, laminated, integrated;CH;electricity, low voltage
a7a9accb-1f46-5ecc-8435-20274916300d_8fe754b3-4475-431e-800f-1944ad7b25b6.spold;mine construction, gold-silver-zinc-lead-copper;RoW;mine infrastructure, gold-silver-zinc-lead-copper
5d6cf6ac-b0ba-5308-a879-734a1c7bbd6f_5694c7ed-a76c-4b16-9a73-6fa48237423c.spold;sodium bicarbonate, to generic market for neutralising agent;RoW;neutralising agent, sodium hydroxide-equivalent
83b52146-824b-516a-9601-d04ea5c395ee_ca1adf5d-eddf-490c-aa63-49684b3d91db.spold;market for residues, MSWI[F]-WWT, WW from concrete production;CH;residues, MSWI[F]-WWT, WW from concrete production
23a63378-39cf-55b2-8920-13ac02ff7b21_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;treatment of sewage sludge, 75% water, WWT, WW from ammonium paratungstate production, sanitary landfill;RoW;heat, district or industrial, other than natural gas
e09411de-1816-5125-9fde-9bc252608899_1570a766-fe08-427f-94cb-6947995117ec.spold;natural gas production, liquefied;RU;natural gas, liquefied
6b36bd60-c698-5fb8-8c14-33c2c5a69508_c4ed73ce-ed64-4823-96d9-5661c11c6941.spold;citric acid production;CN;maize starch
575a0e33-cb15-573d-8fb0-d91e51c1210f_76ab0018-e176-43e0-b42c-12e82b937fef.spold;concrete production, 35MPa, for civil engineering, for exterior use, with cement, Portland;RoW;hard coal ash
3d6f3049-2517-59a1-a50c-36952fc4148b_dcb70fd5-e305-4920-b68b-40697cc6a206.spold;market for waste polyethylene terephthalate;RS;waste polyethylene terephthalate
44d07abc-b7e0-52c2-a5bc-38979a155908_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;VE;electricity, low voltage
7e5c6d6a-e968-57f3-814e-59544fe2ab3d_661b630a-c1a4-4c38-837e-393f949105f0.spold;market for green liquor dregs;RoW;green liquor dregs
bc267fe5-d61d-5794-bba8-cd7acdac8c73_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;GR;electricity, high voltage
31b36523-1258-5bb7-9f74-85db0c7a955f_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of residue from mechanical treatment, desktop computer, municipal incineration FAE;CH;heat, for reuse in municipal waste incineration only
82528837-ca33-5df7-a522-fc8f4085754b_04e9e80f-8b7f-4dc0-ba94-73fbede1069f.spold;market for potassium nitrate, technical grade;GLO;potassium nitrate, technical grade
7c6f11a1-c1d2-5318-97d9-c152733da2af_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hard coal;CN-GZ;electricity, high voltage
f2a96ea4-79ae-57b6-8d27-bee31f116537_c2856455-7d0f-4819-a471-7a1961750924.spold;treatment of residues, MSWI-WWT, WW from CRT production, residual material landfill;GLO;residues, MSWI-WWT, WW from CRT production
f54aa4da-6ce6-5727-a9c2-d00bd6a68934_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;BR-MT;land use change, perennial crop
f08ef00f-ca20-56db-8d24-702822dfb1da_0992e479-07eb-4837-8aa3-d4411f675dad.spold;sodium production, sodium chloride electrolysis, molten salt cell;RER;chlorine, gaseous
74b5839e-9439-5be0-87bd-be2a3075afad_9a7e6cdc-79c0-4872-840d-a8a2fd723189.spold;market for silver;GLO;silver
7cb62e4f-f9ca-561e-872b-8910f92e28ce_56b2da79-3436-5a19-b105-15f895eb7e61.spold;market for residues, MSWI, municipal solid waste;SK;residues, MSWI, municipal solid waste
02901693-e298-5c2a-974a-b5cbde4f3cea_722a1080-c48c-43ae-8666-53eb9e8c8c73.spold;market for aircraft, passenger, medium haul;GLO;aircraft, passenger, medium haul
1dd3e3de-6eec-5f2c-a5b2-ef1eb37ba079_27a9b2b8-30cd-45a6-bf1a-9c1f7afde003.spold;treatment of waste gypsum, inert material landfill;CH;waste gypsum
ad675b3f-f55d-5add-a257-e2d17340ae35_8f99cbf5-83d9-4989-aaa6-65bcedd82df1.spold;transport, passenger car, small size, natural gas, EURO 4;RoW;transport, passenger car, small size, natural gas, EURO 4
3cd97cfa-ad59-5d57-91fa-094a3ff4abb9_b2651a4d-dbb8-4fb9-b5eb-457193dc543d.spold;chlorobenzenes production, benzene chlorination;RoW;p-dichlorobenzene
6f935806-83ce-54ef-af63-45024a139ad8_63bf19bc-8cbc-4d14-906e-abfa110dbb5f.spold;treatment of sulfidic tailings, from gold mine operation, tailings impoundment;CO;sulfidic tailings, from gold mine operation
e2025e9d-c4a9-5cef-93da-bff7c61eb375_1e62439e-fa8d-4049-9460-e0c155d2ddbe.spold;market for transmission network, electricity, high voltage;GLO;transmission network, electricity, high voltage
3a63cc7b-02c1-582a-8e34-c9b39c09f31b_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;RS;electricity, high voltage
e6a6c992-bd1e-5103-bdaa-6946daf58db0_bf6543c1-eb68-465b-85dd-d4f0cc107ec2.spold;market for aluminium around steel bi-metal wire, 3.67mm external diameter;GLO;aluminium around steel bi-metal wire, 3.67mm external diameter
572cf554-f51a-5577-80a3-c4569e5b850e_6676c202-e39b-5dbf-ba7a-0fce232578e0.spold;market for flax plant, harvested;GLO;flax plant, harvested
ff51a475-ec21-5a3c-a5c2-e2cd14da1bf9_b80eb2d5-1256-41bb-a61d-83252d0dfd4d.spold;synthetic fuel production, from coal, high temperature Fisher-Tropsch operations;ZA;diesel, low-sulfur
d3313d42-0546-5f7e-a2cd-4d81d6be6de5_bfd577e2-82b4-4166-af2b-3bda540931f6.spold;treatment of waste mineral wool, recycling;RoW;waste mineral wool
0cb74f75-5a34-5dd1-b4ab-6a773ffbbd6c_b335722e-f52e-44cd-b335-a6686c7fe3ab.spold;treatment of used laptop computer, manual dismantling;CH;used laptop computer
c403949f-2d30-5951-9f5b-44aa9bdcf5da_27a3ac7b-e31a-48da-84f5-8dbdcb96e565.spold;market for naphtha;CO;naphtha
d9663a6d-5599-5ec3-a386-53adcd840f31_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;CA-YK;electricity, low voltage
4e5ed378-46ec-5af1-bb5b-5e2fb039cd9e_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from IN-Eastern grid;IN-Southern grid;electricity, high voltage
6a0f7ef8-b1d7-5b4c-8fc3-062846b46372_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;BR-RS;land tenure, arable land, measured as carbon net primary productivity, annual crop
2718ea30-0fcb-5652-897e-5586412100b7_0201ee86-f71b-4457-8fe8-79f3ed720b07.spold;wheat grain production;AU-SA;wheat grain
fab10096-a62e-5f0b-b10d-d72df15167c1_03d39191-fb1f-42b6-9432-8c64ca568423.spold;impact extrusion of steel, cold, deformation stroke;RoW;impact extrusion of steel, cold, deformation stroke
046b241a-b26a-53cd-9d20-16fad89a3d8b_8fe6c917-4445-4c51-a103-b52dcca0d7ef.spold;market for cement, ART;CO;cement, ART
12fc80da-e8d7-55d5-80ba-951bc4a900af_bd4b5819-02c6-41c3-97ea-a91f14b3e0bc.spold;treatment of waste brick, sorting plant;Europe without Switzerland;waste brick
7eadb7ae-7879-5b42-86ef-f18703195845_9394b900-bc1b-40b4-b9f0-90c5c9d6b734.spold;market for lime, packed;CH;lime, packed
1b759f9b-5d01-51a6-ae7d-27aff32d220b_0cb00cc5-6a2f-4bce-969e-425b45206734.spold;market for almond;GLO;almond
ed7049d5-0cca-50bd-83c5-83a2c50dec64_1576e293-dab0-42c9-a87b-74d001c1aae9.spold;packing, clay product;CH;packing, clay product
5660cae9-25b3-582f-b3e6-2f21282fe342_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-HN;electricity, low voltage
d1eb18e7-dcaf-5ca6-868c-f21b86552c89_4aeb3a6c-81f4-4f6e-80b6-797b812e0792.spold;market for fatty acid;GLO;fatty acid
510f9472-39d1-525f-9bd7-93300ec53428_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;BR-AC;land tenure, arable land, measured as carbon net primary productivity, perennial crop
66950c6d-83ab-5364-830a-81108f83f356_8d7c013a-5aca-44d7-8fc4-193844d2953a.spold;market for waste packaging paper;SE;waste packaging paper
4a9a17e2-3dbd-57b3-ae04-5655e8b700fa_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hard coal;US-TRE;electricity, high voltage
3f33c0ac-dff7-552e-a8c2-5fcbcae9d25f_0df0db82-8e1d-4053-8cfc-5019470a86a7.spold;styrene production;RER;styrene
ba1ea593-1764-5678-9713-bdc017db7d4a_63bcaff0-9b57-4162-9e64-e4615d9ad6a5.spold;hay production, Swiss integrated production, intensive;CH;hay, Swiss integrated production, intensive
f9368b2f-1494-53d7-bc65-79fd430a8328_5e5650c3-530a-4946-be58-62e416f3e61e.spold;imidazole production;RER;imidazole
b56b8e35-9128-5ef3-9204-eb2babe78f76_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;CN-CSG;electricity, low voltage
a51c857e-694f-50be-b584-c1fe124ec868_c5adb1fb-872e-4446-a3bb-c4b61aa4bd45.spold;tap water production, conventional with biological treatment;CA-QC;tap water
f961cb7e-f36c-553e-9c8b-1a3ea6339ace_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of municipal solid waste, municipal incineration;ES;heat, for reuse in municipal waste incineration only
1cb87894-e9b8-5d4b-9384-30904adfd74d_1c5d51e7-9762-5fbb-b707-03198c65b424.spold;natural gas, burned in gas turbine;BR;natural gas, burned in gas turbine
4d0fd54b-4ba4-5cfa-b9f4-ae817786cad4_27da8130-82ba-485c-a800-b89efdcb0491.spold;treatment of municipal solid waste, municipal incineration;FI;municipal solid waste
8013fb20-4039-5016-91fe-6852dc193af4_664d801c-b167-427e-93c4-dbae3b604f83.spold;heat and power co-generation unit construction, 50kW electrical, components for heat only;RER;heat and power co-generation unit, 50kW electrical, components for heat only
2765bc07-7c3a-5da3-822e-26a57242afec_96cc310d-77ba-4e30-841d-aeb885fe27fb.spold;market for reeled raw silk hank;GLO;reeled raw silk hank
eddd2821-2da3-5e12-abe9-814eea3790ad_7e04560f-3d56-57a7-9a92-04237f3014c9.spold;market for NPK (26-15-15) fertiliser;RNA;NPK (26-15-15) fertiliser
9c46e678-1162-5a87-b6f8-8ebd67c58957_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of sewage sludge, 70% water, WWT, WW from glass production, municipal incineration;GLO;heat, for reuse in municipal waste incineration only
23f3e904-efd4-52bf-834d-0cd82618d414_21604598-173b-42e2-bf89-6d7f71ddb461.spold;fluorescent whitening agent production, DAS1, triazinylaminostilben type;RER;fluorescent whitening agent, DAS1, triazinylaminostilben type
2aadc911-bdde-5a52-bc2e-03d03f00a7a0_fcbf6c72-3a99-453b-b384-658e3423b0dc.spold;market for sawnwood, board, softwood, dried (u=20%), planed;RoW;sawnwood, board, softwood, dried (u=20%), planed
